"attrition_flag","gender","customer_age","income_category","card_category","credit_limit","total_revolving_bal","avg_utilization_ratio","avg_open_to_buy","months_inactive_12_mon"
"Existing Customer","M",49,"$60K - $80K","Blue",18584,2517,0.135,16067,2
"Existing Customer","F",61,"Unknown","Blue",5585,1465,0.262,4120,1
"Existing Customer","M",46,"$80K - $120K","Blue",34516,2165,0.063,32351,3
"Existing Customer","F",50,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","M",40,"$80K - $120K","Blue",2478,2031,0.82,447,1
"Existing Customer","M",51,"$120K +","Blue",34516,2274,0.066,32242,3
"Existing Customer","F",50,"$40K - $60K","Blue",2339,1440,0.616,899,2
"Existing Customer","F",47,"Less than $40K","Blue",2726,0,0,2726,3
"Existing Customer","M",43,"$120K +","Blue",14881,848,0.057,14033,3
"Existing Customer","F",36,"$40K - $60K","Blue",1628,969,0.595,659,3
"Existing Customer","F",47,"Less than $40K","Blue",3156,1644,0.521,1512,2
"Existing Customer","F",46,"Less than $40K","Blue",4745,1270,0.268,3475,3
"Existing Customer","M",46,"$120K +","Blue",19727,1785,0.09,17942,3
"Existing Customer","M",52,"$60K - $80K","Blue",22720,793,0.035,21927,3
"Existing Customer","M",43,"$40K - $60K","Blue",8129,1799,0.221,6330,3
"Existing Customer","F",40,"Less than $40K","Blue",3751,1521,0.405,2230,2
"Existing Customer","F",54,"Less than $40K","Blue",1594,1411,0.885,183,5
"Existing Customer","F",55,"Less than $40K","Blue",2569,1403,0.546,1166,2
"Existing Customer","F",49,"Unknown","Blue",18206,1586,0.087,16620,3
"Existing Customer","M",45,"$40K - $60K","Blue",3104,1766,0.569,1338,3
"Existing Customer","M",49,"$40K - $60K","Blue",2406,1560,0.648,846,3
"Existing Customer","M",63,"$80K - $120K","Blue",24571,1955,0.08,22616,2
"Existing Customer","F",40,"Less than $40K","Gold",15534,726,0.047,14808,2
"Existing Customer","F",41,"Less than $40K","Silver",12301,2250,0.183,10051,2
"Existing Customer","M",37,"$80K - $120K","Blue",2846,1818,0.639,1028,2
"Existing Customer","M",58,"$120K +","Blue",9788,1794,0.183,7994,2
"Existing Customer","M",55,"$60K - $80K","Blue",7231,2381,0.329,4850,3
"Existing Customer","F",53,"Less than $40K","Blue",2324,1576,0.678,748,3
"Existing Customer","M",57,"$80K - $120K","Blue",12208,1980,0.162,10228,2
"Attrited Customer","M",43,"$80K - $120K","Blue",5639,1547,0.274,4092,5
"Existing Customer","M",58,"$60K - $80K","Blue",10021,1617,0.161,8404,3
"Existing Customer","M",64,"Less than $40K","Blue",2215,1915,0.865,300,1
"Existing Customer","F",54,"Less than $40K","Blue",2027,1480,0.73,547,2
"Existing Customer","M",53,"$60K - $80K","Blue",6363,1162,0.183,5201,2
"Existing Customer","F",39,"Less than $40K","Blue",3920,2008,0.512,1912,1
"Existing Customer","M",56,"$60K - $80K","Blue",9226,1233,0.134,7993,1
"Existing Customer","F",54,"Less than $40K","Blue",9376,1288,0.137,8088,1
"Existing Customer","F",59,"$40K - $60K","Blue",1944,1346,0.692,598,3
"Existing Customer","M",42,"$40K - $60K","Blue",9599,1554,0.162,8045,1
"Existing Customer","M",42,"$60K - $80K","Silver",28202,843,0.03,27359,1
"Existing Customer","M",43,"$80K - $120K","Blue",24850,1662,0.067,23188,3
"Existing Customer","M",55,"$120K +","Blue",3805,2233,0.587,1572,3
"Existing Customer","M",52,"$80K - $120K","Blue",2733,1306,0.478,1427,2
"Existing Customer","M",46,"$40K - $60K","Blue",12781,1253,0.098,11528,3
"Attrited Customer","M",57,"$120K +","Blue",3106,1120,0.361,1986,3
"Existing Customer","M",48,"$80K - $120K","Blue",7477,0,0,7477,3
"Existing Customer","M",45,"$120K +","Blue",34516,2086,0.06,32430,1
"Existing Customer","M",48,"$120K +","Blue",29963,2094,0.07,27869,5
"Existing Customer","M",47,"$40K - $60K","Blue",6509,2033,0.312,4476,3
"Attrited Customer","M",42,"$60K - $80K","Blue",13450,0,0,13450,3
"Existing Customer","M",41,"$60K - $80K","Silver",27000,0,0,27000,2
"Existing Customer","M",51,"$120K +","Silver",34516,1254,0.036,33262,2
"Existing Customer","F",55,"Less than $40K","Blue",6347,0,0,6347,3
"Existing Customer","M",67,"$40K - $60K","Blue",3106,1675,0.539,1431,3
"Existing Customer","M",39,"$60K - $80K","Blue",2536,913,0.36,1623,1
"Existing Customer","M",54,"$60K - $80K","Blue",13048,1954,0.15,11094,3
"Existing Customer","F",55,"Less than $40K","Blue",2453,968,0.395,1485,3
"Existing Customer","M",47,"$40K - $60K","Silver",16138,1249,0.077,14889,2
"Existing Customer","M",49,"$60K - $80K","Blue",8077,1965,0.243,6112,2
"Attrited Customer","F",42,"Less than $40K","Blue",1929,1673,0.867,256,3
"Existing Customer","M",57,"$80K - $120K","Blue",3127,2517,0.805,610,3
"Existing Customer","M",44,"$60K - $80K","Blue",8645,1454,0.168,7191,3
"Existing Customer","M",56,"$60K - $80K","Blue",1438.3,0,0,1438.3,1
"Attrited Customer","F",49,"Less than $40K","Blue",2185,0,0,2185,3
"Existing Customer","M",45,"$80K - $120K","Blue",24487,2517,0.103,21970,2
"Existing Customer","M",63,"$60K - $80K","Blue",2567,0,0,2567,2
"Existing Customer","M",44,"$80K - $120K","Blue",4131,785,0.19,3346,3
"Existing Customer","F",44,"Less than $40K","Silver",10790,1930,0.179,8860,2
"Existing Customer","M",40,"$40K - $60K","Blue",6884,1001,0.145,5883,3
"Attrited Customer","M",39,"$60K - $80K","Blue",13961,1299,0.093,12662,3
"Existing Customer","M",42,"$80K - $120K","Blue",29801,1916,0.064,27885,1
"Existing Customer","M",54,"$120K +","Blue",13219,0,0,13219,1
"Attrited Customer","F",58,"Less than $40K","Blue",2536,0,0,2536,3
"Existing Customer","F",46,"Less than $40K","Blue",9478,820,0.087,8658,3
"Existing Customer","F",47,"$40K - $60K","Blue",3502,1851,0.529,1651,1
"Existing Customer","F",67,"Unknown","Blue",10509,2388,0.227,8121,3
"Existing Customer","F",50,"Less than $40K","Blue",1491,0,0,1491,3
"Existing Customer","M",55,"$60K - $80K","Blue",9734,0,0,9734,1
"Existing Customer","F",46,"$40K - $60K","Blue",2305,1627,0.706,678,1
"Existing Customer","F",47,"$40K - $60K","Blue",14241,2081,0.146,12160,1
"Existing Customer","F",36,"$40K - $60K","Blue",4789,1257,0.262,3532,1
"Existing Customer","M",40,"$60K - $80K","Blue",23138,1727,0.075,21411,2
"Existing Customer","M",57,"$80K - $120K","Blue",23008,2280,0.099,20728,1
"Existing Customer","M",48,"$80K - $120K","Blue",3131,2517,0.804,614,1
"Existing Customer","F",58,"Less than $40K","Blue",5798,1794,0.309,4004,3
"Existing Customer","M",48,"$40K - $60K","Blue",6880,1390,0.202,5490,2
"Existing Customer","M",48,"$80K - $120K","Platinum",34516,1531,0.044,32985,2
"Existing Customer","F",53,"$40K - $60K","Blue",2075,1469,0.708,606,2
"Existing Customer","M",50,"$80K - $120K","Blue",4589,0,0,4589,3
"Attrited Customer","F",52,"Less than $40K","Blue",2317,0,0,2317,2
"Attrited Customer","F",53,"Less than $40K","Blue",1981,1518,0.766,463,1
"Existing Customer","F",56,"$40K - $60K","Blue",6038,0,0,6038,2
"Existing Customer","M",44,"$80K - $120K","Blue",14910,877,0.059,14033,3
"Existing Customer","M",49,"$80K - $120K","Blue",29659,1143,0.039,28516,3
"Attrited Customer","M",54,"$60K - $80K","Blue",4320,0,0,4320,3
"Existing Customer","F",39,"$40K - $60K","Blue",11213,0,0,11213,1
"Existing Customer","F",39,"Unknown","Blue",26181,0,0,26181,1
"Existing Customer","F",41,"Less than $40K","Blue",5773,0,0,5773,1
"Attrited Customer","M",53,"$80K - $120K","Blue",4503,0,0,4503,3
"Existing Customer","M",47,"$80K - $120K","Blue",29770,1565,0.053,28205,2
"Existing Customer","F",46,"Less than $40K","Blue",5014,1910,0.381,3104,1
"Existing Customer","F",53,"Less than $40K","Blue",3445,1074,0.312,2371,1
"Existing Customer","M",60,"$80K - $120K","Blue",23412,1078,0.046,22334,2
"Existing Customer","F",59,"Less than $40K","Blue",3044,1611,0.529,1433,1
"Existing Customer","M",38,"$60K - $80K","Blue",14596,2192,0.15,12404,2
"Existing Customer","M",56,"Less than $40K","Blue",3864,1654,0.428,2210,2
"Attrited Customer","M",35,"$80K - $120K","Blue",17030,1911,0.112,15119,1
"Existing Customer","M",50,"$60K - $80K","Blue",23090,839,0.036,22251,2
"Existing Customer","M",53,"$80K - $120K","Blue",29205,1208,0.041,27997,2
"Existing Customer","M",63,"$60K - $80K","Blue",14035,2061,0.147,11974,2
"Attrited Customer","F",43,"Less than $40K","Blue",2962,2517,0.85,445,3
"Existing Customer","M",46,"$80K - $120K","Blue",18578,1385,0.075,17193,3
"Existing Customer","M",61,"$60K - $80K","Blue",2201,1138,0.517,1063,3
"Existing Customer","F",37,"Less than $40K","Blue",2061,1483,0.72,578,3
"Existing Customer","F",42,"Unknown","Blue",24602,1660,0.067,22942,2
"Existing Customer","M",41,"$120K +","Blue",15911,896,0.056,15015,2
"Attrited Customer","M",56,"$120K +","Blue",16867,0,0,16867,2
"Existing Customer","M",56,"$60K - $80K","Blue",2783,1526,0.548,1257,3
"Attrited Customer","F",52,"Less than $40K","Blue",2972,0,0,2972,3
"Existing Customer","F",40,"$40K - $60K","Blue",5124,2235,0.436,2889,3
"Existing Customer","M",63,"$40K - $60K","Blue",2880,2362,0.82,518,6
"Existing Customer","M",58,"$40K - $60K","Blue",5579,0,0,5579,1
"Existing Customer","M",58,"$60K - $80K","Blue",12010,2149,0.179,9861,1
"Existing Customer","M",46,"$80K - $120K","Blue",34516,1597,0.046,32919,3
"Existing Customer","F",37,"$40K - $60K","Blue",4394,885,0.201,3509,2
"Existing Customer","M",46,"$80K - $120K","Blue",18325,723,0.039,17602,3
"Existing Customer","F",46,"Less than $40K","Blue",3773,1972,0.523,1801,3
"Existing Customer","M",41,"$80K - $120K","Blue",21684,1748,0.081,19936,1
"Existing Customer","F",48,"$40K - $60K","Blue",1919,774,0.403,1145,1
"Existing Customer","F",49,"$40K - $60K","Blue",9995,1713,0.171,8282,3
"Existing Customer","M",44,"$80K - $120K","Blue",11910,2098,0.176,9812,2
"Existing Customer","F",39,"Less than $40K","Blue",2279,1529,0.671,750,2
"Existing Customer","M",57,"$40K - $60K","Blue",3539,0,0,3539,1
"Existing Customer","M",48,"$80K - $120K","Blue",30579,1351,0.044,29228,1
"Existing Customer","M",47,"$80K - $120K","Blue",24480,1923,0.079,22557,1
"Existing Customer","F",56,"Unknown","Blue",17561,0,0,17561,1
"Existing Customer","F",54,"Less than $40K","Blue",1638,0,0,1638,1
"Existing Customer","M",54,"$60K - $80K","Blue",2947,2216,0.752,731,3
"Existing Customer","M",52,"$80K - $120K","Blue",5738,1112,0.194,4626,1
"Existing Customer","M",43,"$120K +","Blue",33304,1833,0.055,31471,2
"Existing Customer","M",59,"$40K - $60K","Blue",7251,1603,0.221,5648,3
"Existing Customer","M",44,"Unknown","Blue",2885,1895,0.657,990,2
"Existing Customer","F",56,"Less than $40K","Blue",2641,1257,0.476,1384,2
"Existing Customer","F",45,"Unknown","Blue",2801,2043,0.729,758,3
"Existing Customer","M",55,"$80K - $120K","Blue",16794,809,0.048,15985,3
"Existing Customer","F",48,"$40K - $60K","Blue",9336,1672,0.179,7664,1
"Existing Customer","F",56,"Less than $40K","Blue",2763,2517,0.911,246,1
"Existing Customer","M",41,"$60K - $80K","Blue",17391,1044,0.06,16347,3
"Existing Customer","F",65,"Less than $40K","Blue",3198,2493,0.78,705,2
"Existing Customer","M",34,"$80K - $120K","Blue",5100,1786,0.35,3314,3
"Existing Customer","M",56,"$60K - $80K","Blue",3955,2517,0.636,1438,1
"Existing Customer","F",62,"Less than $40K","Blue",3140,1985,0.632,1155,3
"Attrited Customer","F",45,"Unknown","Blue",4028,710,0.176,3318,3
"Existing Customer","F",38,"Less than $40K","Blue",2264,0,0,2264,3
"Existing Customer","M",49,"$120K +","Blue",21620,2008,0.093,19612,2
"Existing Customer","M",58,"$60K - $80K","Blue",6385,1535,0.24,4850,2
"Existing Customer","F",41,"$40K - $60K","Blue",2375,1658,0.698,717,2
"Existing Customer","M",33,"$60K - $80K","Blue",1963,1721,0.877,242,3
"Existing Customer","F",47,"Less than $40K","Blue",4256,1084,0.255,3172,2
"Existing Customer","F",56,"Less than $40K","Blue",5097,1152,0.226,3945,1
"Existing Customer","M",51,"$60K - $80K","Blue",3228,2517,0.78,711,2
"Existing Customer","M",49,"$40K - $60K","Silver",20231,977,0.048,19254,1
"Attrited Customer","M",50,"$120K +","Blue",27512,2137,0.078,25375,2
"Existing Customer","F",55,"$40K - $60K","Blue",1929,1540,0.798,389,2
"Existing Customer","M",26,"Less than $40K","Blue",2585,2019,0.781,566,3
"Attrited Customer","M",58,"$80K - $120K","Blue",12151,1799,0.148,10352,3
"Existing Customer","M",46,"$80K - $120K","Gold",34516,2113,0.061,32403,2
"Existing Customer","M",48,"$120K +","Blue",34516,1013,0.029,33503,3
"Existing Customer","M",42,"$60K - $80K","Blue",5504,0,0,5504,1
"Existing Customer","M",37,"$80K - $120K","Blue",10021,1203,0.12,8818,1
"Existing Customer","F",63,"Less than $40K","Blue",3558,2318,0.651,1240,3
"Existing Customer","M",50,"$40K - $60K","Silver",19853,1513,0.076,18340,3
"Existing Customer","F",41,"$40K - $60K","Blue",4969,838,0.169,4131,3
"Existing Customer","F",48,"Less than $40K","Blue",3117,1603,0.514,1514,2
"Existing Customer","M",46,"$80K - $120K","Blue",21526,2332,0.108,19194,2
"Existing Customer","M",61,"$60K - $80K","Blue",5504,1412,0.257,4092,2
"Existing Customer","F",59,"Less than $40K","Blue",5512,1124,0.204,4388,3
"Attrited Customer","F",53,"Unknown","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",39,"$40K - $60K","Blue",7262,1466,0.202,5796,3
"Existing Customer","M",51,"$120K +","Blue",7319,1692,0.231,5627,3
"Attrited Customer","M",45,"$60K - $80K","Blue",1438.3,0,0,1438.3,5
"Existing Customer","M",48,"$60K - $80K","Blue",7712,1387,0.18,6325,3
"Existing Customer","M",47,"$60K - $80K","Blue",2053,0,0,2053,3
"Existing Customer","M",41,"$40K - $60K","Blue",12804,2517,0.197,10287,1
"Existing Customer","M",48,"$80K - $120K","Blue",26443,1601,0.061,24842,3
"Existing Customer","F",50,"Less than $40K","Blue",3125,1928,0.617,1197,2
"Existing Customer","F",56,"Less than $40K","Blue",4930,2259,0.458,2671,1
"Existing Customer","F",39,"Less than $40K","Blue",9476,0,0,9476,3
"Existing Customer","M",47,"$80K - $120K","Blue",11722,1667,0.142,10055,3
"Existing Customer","M",44,"$120K +","Blue",13301,0,0,13301,1
"Existing Customer","F",61,"Unknown","Blue",1438.3,0,0,1438.3,2
"Attrited Customer","F",43,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","M",59,"$60K - $80K","Blue",6705,0,0,6705,2
"Existing Customer","F",42,"Unknown","Blue",22718,0,0,22718,2
"Existing Customer","M",40,"$40K - $60K","Gold",23981,1788,0.075,22193,2
"Existing Customer","M",65,"Less than $40K","Blue",2318,1010,0.436,1308,2
"Existing Customer","M",48,"$60K - $80K","Blue",19324,1040,0.054,18284,3
"Existing Customer","M",44,"$40K - $60K","Blue",5331,1993,0.374,3338,3
"Existing Customer","F",36,"Unknown","Blue",15700,1276,0.081,14424,2
"Existing Customer","M",45,"$60K - $80K","Blue",17625,894,0.051,16731,2
"Existing Customer","M",39,"$80K - $120K","Blue",17438,0,0,17438,3
"Existing Customer","M",40,"$80K - $120K","Blue",1962,0,0,1962,3
"Attrited Customer","M",62,"$60K - $80K","Blue",8077,0,0,8077,3
"Existing Customer","M",26,"$40K - $60K","Blue",3290,1616,0.491,1674,1
"Existing Customer","M",60,"Less than $40K","Blue",2402,1728,0.719,674,3
"Existing Customer","F",54,"Less than $40K","Blue",9256,1999,0.216,7257,1
"Existing Customer","M",62,"$60K - $80K","Blue",3674,895,0.244,2779,3
"Attrited Customer","M",57,"$40K - $60K","Blue",6462,0,0,6462,5
"Existing Customer","M",59,"$40K - $60K","Blue",1638,0,0,1638,2
"Existing Customer","M",46,"$60K - $80K","Blue",4335,2480,0.572,1855,3
"Existing Customer","M",44,"$60K - $80K","Blue",3233,1034,0.32,2199,3
"Attrited Customer","M",48,"$80K - $120K","Blue",11862,2517,0.212,9345,3
"Existing Customer","M",43,"$120K +","Silver",34516,1938,0.056,32578,2
"Existing Customer","M",57,"$120K +","Blue",19802,1961,0.099,17841,6
"Existing Customer","M",46,"$80K - $120K","Blue",24869,1729,0.07,23140,2
"Existing Customer","M",40,"$60K - $80K","Blue",3624,1975,0.545,1649,2
"Existing Customer","M",54,"$80K - $120K","Blue",6175,960,0.155,5215,1
"Existing Customer","F",57,"$40K - $60K","Blue",10953,1945,0.178,9008,1
"Existing Customer","M",44,"$60K - $80K","Blue",11338,0,0,11338,2
"Existing Customer","F",47,"Less than $40K","Blue",5544,1184,0.214,4360,2
"Existing Customer","M",47,"$60K - $80K","Blue",19665,706,0.036,18959,1
"Existing Customer","F",50,"Less than $40K","Blue",2927,1412,0.482,1515,2
"Existing Customer","F",53,"$40K - $60K","Blue",5146,1618,0.314,3528,3
"Attrited Customer","M",56,"$60K - $80K","Blue",1704,0,0,1704,3
"Attrited Customer","M",55,"$60K - $80K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",53,"Less than $40K","Blue",2974,1170,0.393,1804,1
"Attrited Customer","M",61,"$40K - $60K","Blue",5472,788,0.144,4684,2
"Existing Customer","M",57,"$60K - $80K","Blue",2736,1822,0.666,914,1
"Existing Customer","M",50,"$80K - $120K","Blue",1438.3,862,0.599,576.3,2
"Existing Customer","F",56,"Unknown","Blue",5406,1782,0.33,3624,3
"Existing Customer","M",52,"$120K +","Blue",34516,2174,0.063,32342,1
"Existing Customer","M",60,"Less than $40K","Blue",1976,1311,0.663,665,2
"Existing Customer","M",49,"$80K - $120K","Blue",8714,2252,0.258,6462,1
"Existing Customer","F",46,"Less than $40K","Blue",8693,1378,0.159,7315,1
"Existing Customer","M",42,"$80K - $120K","Blue",9247,710,0.077,8537,1
"Existing Customer","M",45,"Less than $40K","Blue",7717,1430,0.185,6287,5
"Attrited Customer","F",45,"Less than $40K","Blue",4908,0,0,4908,4
"Attrited Customer","F",44,"Less than $40K","Blue",7222,0,0,7222,1
"Existing Customer","M",61,"$80K - $120K","Blue",21740,0,0,21740,2
"Attrited Customer","M",55,"$60K - $80K","Blue",2323,0,0,2323,2
"Existing Customer","M",44,"$60K - $80K","Blue",7788,0,0,7788,2
"Attrited Customer","F",55,"Less than $40K","Blue",1438.3,361,0.251,1077.3,1
"Existing Customer","M",57,"$120K +","Blue",23700,1314,0.055,22386,2
"Existing Customer","M",45,"$80K - $120K","Blue",11710,693,0.059,11017,3
"Existing Customer","F",57,"$40K - $60K","Blue",2278,845,0.371,1433,2
"Existing Customer","M",31,"$40K - $60K","Blue",4048,1113,0.275,2935,3
"Existing Customer","F",34,"Less than $40K","Blue",3663,1853,0.506,1810,2
"Attrited Customer","F",53,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",35,"Unknown","Blue",3518,1575,0.448,1943,5
"Existing Customer","F",44,"Less than $40K","Blue",1717,0,0,1717,1
"Existing Customer","M",50,"$80K - $120K","Blue",16813,1185,0.07,15628,2
"Existing Customer","M",33,"$80K - $120K","Blue",16434,2104,0.128,14330,2
"Existing Customer","M",50,"$60K - $80K","Blue",21872,1118,0.051,20754,2
"Existing Customer","M",51,"$80K - $120K","Blue",15897,1437,0.09,14460,2
"Existing Customer","F",56,"Less than $40K","Blue",4271,1150,0.269,3121,3
"Existing Customer","F",55,"Less than $40K","Blue",7361,1309,0.178,6052,1
"Existing Customer","M",26,"Less than $40K","Blue",1438.3,479,0.333,959.3,1
"Existing Customer","F",42,"Less than $40K","Blue",8628,1077,0.125,7551,3
"Existing Customer","M",54,"$80K - $120K","Blue",18750,1705,0.091,17045,3
"Existing Customer","F",44,"Unknown","Blue",21242,819,0.039,20423,2
"Existing Customer","F",65,"$40K - $60K","Blue",2961,1570,0.53,1391,3
"Existing Customer","F",38,"Unknown","Blue",11327,1528,0.135,9799,2
"Existing Customer","M",58,"$60K - $80K","Blue",8308,2517,0.303,5791,1
"Existing Customer","F",39,"$40K - $60K","Blue",3249,2217,0.682,1032,2
"Existing Customer","M",52,"$120K +","Blue",2981,1358,0.456,1623,1
"Existing Customer","F",45,"Less than $40K","Blue",8829,901,0.102,7928,1
"Existing Customer","M",42,"$80K - $120K","Blue",3714,2170,0.584,1544,3
"Attrited Customer","M",42,"$60K - $80K","Blue",7340,0,0,7340,1
"Existing Customer","M",57,"$120K +","Blue",16952,0,0,16952,2
"Attrited Customer","M",55,"$80K - $120K","Blue",20865,0,0,20865,1
"Existing Customer","F",44,"Less than $40K","Blue",3083,1040,0.337,2043,3
"Existing Customer","F",37,"Unknown","Blue",10584,1550,0.146,9034,2
"Existing Customer","F",50,"Less than $40K","Blue",2240,0,0,2240,1
"Existing Customer","M",51,"$40K - $60K","Blue",12240,1566,0.128,10674,1
"Existing Customer","M",37,"$80K - $120K","Blue",5120,0,0,5120,2
"Existing Customer","F",36,"Less than $40K","Blue",3124,1593,0.51,1531,1
"Existing Customer","F",51,"Less than $40K","Silver",11261,2485,0.221,8776,3
"Existing Customer","M",65,"$40K - $60K","Blue",2468,2021,0.819,447,3
