uid,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
2734,austin,"Meticulously maintained, tons of recent updates*Nice flat lot w/private backyard*Xeriscape & drought tolerant grass*MIL plan*High ceilings w/crown*Fresh paint in/out*Gorgeous wood floors through most of home*New carpet in beds*Kitchen w/updated cabinets/tops w/recent SS appliances*Master bed w/private ext. access to large patio*Modern master remodel w/sep tub & frameless shower*Short walk to Mountain View Park & canyon trail head*True gem on a low traffic street*All the most desirable schools, Ready now!",Single Family,30.42820930480957,-97.79175567626952,2,False,1989,0,9600.0,9.0,16,3.0,4,450000-650000
3634,austin,"Remodeled, excellent condition brick home, with amazing backyard",Single Family,30.35848045349121,-97.72335815429688,6,False,1966,0,9000.0,4.0,14,2.0,3,450000-650000
8483,austin,"Incredible single story home situated on quiet and private .39 acres flat lot in Dominion Great Hill subdivision. Walking distance to Lauren Mountain elementary school. Recent interior and exterior paint, S/S appliances. Lots of living spaces. Open and spacious floor plan,  full of natural light, living room with huge windows overlooking beautiful pool and backyard. Big covered patio. Sprinkler system. 3.5 garages w/epoxy coating. Huge attic space can be converted to rooms or storage.  Must see.",Single Family,30.41289138793945,-97.7767333984375,0,True,1999,0,17859.6,9.0,16,3.0,3,650000+
13667,austin,"Fully Furnished and Turn-Key. Completely rebuilt in 2016 and barely lived in. Clean Lines, Modern Finishes!. Amazing location in highly sought after 78704, with 100% walkability. Quartz countertops, chrome & bronze finishes, floating shelf space & breakfast bar. Open living room with direct access to enclosed patio. Dining room opens up to study with separate outside entrance, perfect for an office. Main level master suite with large barn doors, floating double sink vanity, rain shower & walk-in closet.",Single Family,30.24573135375977,-97.77497100830078,0,False,1963,0,6935.0,6.666666666666668,16,3.0,3,650000+
9591,austin,"Looking for a home with flair? One that has personality & style? We've got your dream home! This 1940's home offers reclaimed materials w/modern & efficient upgrades. Beautiful wood floors, along with natural light beaming from the large picturesque windows helps this home glow w/ good vibes. Look at the tall architecturally detailed ceilings! Also, take note of the incredible attention to the blend of imagination & function. Spacious & updated kitchen, huge master bedroom w/ two closets & updated bath. The lot offers oak & fruit trees along with mature & manageable landscaping.",Single Family,30.27977752685547,-97.7067413330078,0,False,2000,0,6272.0,6.666666666666668,15,2.0,3,450000-650000
8498,austin,"Great home in quiet well kept neighborhood!  Updated, remodeled home with marble countertops throughout, new appliances, and drought resistant, low maintenance front yard.  Great fireplace in family room.  One of the only properties for sale in the Milfors area.  No HOA means, no HOA restrictions!  Priced to drive multiple offers, so be the first to see this wonderful home!",Single Family,30.42701530456543,-97.72246551513672,0,False,1983,0,7535.0,6.666666666666668,15,2.0,3,250000-350000
14935,austin,"Absolutely stunning!  Light &airy. This beautiful partial remodel & new construction home IS one of a kind. Uncompromised quality throughout!  Vaulted ceilings w/unique Douglas Fir truss work & Pine ceilings in spacious open living/dining open to gorgeous kitchen w/Mahogany Euro style cabinetry, pot filler, Kitchen Aid & Bertazonni appliances. New oak hardwood flooring throughout. Drop dead private master suite!  24 gauge Copper Penny standing seam roof, spray foam insulation, irrigation & so much more!",Single Family,30.34340476989746,-97.72940063476562,0,False,1951,0,9147.0,7.0,16,4.0,4,650000+
2626,austin,"Stunning home perched on cul-de-sac lot backs to greenbelt w/ maintained trails. Enjoy sunset views from the master retreat, guest bedroom suite and pool. Updated cabinets, custom shelving in several areas of the home, luxury carpets and tile floors. TONS of windows flood this tastefully updated home with natural light and offer impressive views. Dedicated office & bonus sunroom. Jumbo master with enough room for reading nook or sitting area. Laundry room with numerous built-ins and utility sink.",Single Family,30.4338321685791,-97.81317901611328,2,False,1989,3,33541.200000000004,8.666666666666666,16,4.0,4,650000+
11004,austin,"Centex Homes, Stillwater plan*Original owner*Large open living spaces downstairs*Ideal for entertaining! Island Kitchen*Granite counter tops*Formal Dining*Huge Open Game Room up (optional 4th bedroom per builder)*Owner's Retreat with private second story balcony, walk-in closet, Expansive Bath with Garden tub/ separate shower.  Stirling Bridge offers a neighborhood elementary school Bluebonnet Trails, & wealth of amenities including 200 Acres of greenbelt, tennis/basketball courts, trail system, swimming pool and workout facility. Easy access to major thoroughfares and employers! Private back yard/Patio*Security System*13 seer AC*4 sides brick",Single Family,30.3596248626709,-97.61568450927734,2,False,2009,0,8276.0,5.0,11,3.0,3,0-250000
6224,austin,"Architect's home featured on 2013 AIA home tour. Stunning, eco-friendly, modern home close-in Westlake with City views. Walking distance to schools, restaurants,shopping, and 10 minutes to Downtown. Flexible floorpan works well for multiple generations, includes a bonus room that has a separate entrance and a secret passageway to the main part of the house that would be ideal for a home office, guest suite, nanny's quarters, studio, or 5th bedroom. Pool w/solar water heater and programmable LED lights.",Single Family,30.26516342163086,-97.80753326416016,0,False,2012,0,9975.0,9.0,14,6.0,5,650000+
9553,austin,"Complete renovation on a beautiful corner lot in the desirable Cherrywood neighborhood. The property features an open layout with hardwood floors, custom cabinetry, a waterfall quartz kitchen island and stainless steel appliances, with a private backyard canopied by post oak trees. The property was taken down to the studs and upgraded with all new electrical wiring, PVC plumbing inside and to the street, a 30-year shingle roof, Carrier HVAC, tankless hot water heater and more. Located just blocks from hot Manor Rd restaurant district including Bird Bird Biscuit, Patrizi's, Salty Sow, Dai Due, Thunderbird Coffee and more.",Single Family,30.28644752502441,-97.71466064453124,4,True,1957,1,3868.0,6.666666666666668,15,2.0,2,450000-650000
14962,austin,"Another amazing Brohn City Living home. First opportunity for a Brohn home in 2020. This home has all the quality finishes expected from Brohn, as well as 4 beds, soaring ceilings, two family rooms, and a movie/media room. Great location, great curb appeal. Must see.",Single Family,30.33695411682129,-97.73602294921876,0,False,2020,1,8189.0,7.0,16,3.0,4,650000+
10873,austin,"This incredibly spacious, immaculately renovated home is within walking distance to community center and pool. With brand new wood flooring, carpet in the bedrooms and fresh paint, this is practically a brand new home. The master bedroom is on the main floor and features dual vanities and dual shower heads. The upstairs features a second living or game area!",Single Family,30.37223625183105,-97.6520767211914,4,False,2007,0,7230.0,4.333333333333333,12,4.0,4,250000-350000
8114,austin,"9701 Rias Way, Austin, TX 78717 is a single family home that contains 2,521 sq ft and was built in 2007. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.510456085205078,-97.75262451171876,3,False,2007,0,10018.0,7.666666666666668,16,3.0,3,450000-650000
2554,austin,"Price reduction ... Beautiful and well-maintained house in the quiet Spicewood at Balcones neighborhood. Four bedrooms with an additional office/bedroom.
Just minutes from shopping areas, restaurants and major employers such as Apple and Oracle.
Only a block away from Northwest Balcones neighborhood park and blocks away from Balcones Country Club golf course.
Acclaimed Round Rock School district with Spicewood Elementary, Canyon Vista Middle School and Westwood High School.
Two living areas, wood floor and tile throughout. Remodeled kitchen with updated cabinets and appliances.
Large deck for parties and summer BBQ. Well kept front and backyard. Huge backyard with mature trees making it a private sanctuary.",Single Family,30.42846488952637,-97.80308532714844,0,False,1977,0,16552.8,8.666666666666666,16,3.0,4,450000-650000
6478,austin,"Complete remodel including:
kitchen cabinets, countertops, under cabinet lighting, porcelin tile, appliances, large sink, fixtures
eng. wood floor in living room
celing fans
high efficiency HVAC ($40/month max electric bill)
low-e window replacement
attic insulation
updated electric service
bath remodel including new tile (tub surround & floor)
new carpet in bedrooms
new paint outside and inside
faux wood blinds
all new doors & retractable screen door
garage door opener
washer/dryer hookups in garage
professionally landscaped - low water, native plants
very large trees in backyard
large backyard
fenced garden space
beautiful, tree-lined street  ",Single Family,30.221683502197266,-97.79177856445312,0,False,1961,0,7959.0,4.0,12,1.0,3,250000-350000
2255,austin,"UNDER 300K in Austin Proper Very well kept house, with 3 bed / 2.5 bath, over 2000sqft, open floor plan, 2 living rooms, large master suite, walk-in closet, corner lot, with new flooring, and interior paint throughout, new kitchen backsplash. Exterior AC unit replaced in 2018. New garage door installed March 2019",Single Family,30.1504020690918,-97.740234375,0,False,2006,0,6185.0,5.333333333333333,15,3.0,3,250000-350000
6460,austin,"Come live the South Austin lifestyle. Highly sought after Park forest! Hardwood floors, beautiful granite kitchen with separate butlers pantry, and coffee bar. Large private backyard with unfinished separate office or Yoga studio.  Immediate access to Ben White, and close to everywhere you want to be! Garrison Park & Pool right down the street. New St. Elmos development right down the street! Plenty of parking and beautifully professionally landscaped yard! Open house 4/14 & 4/15 12-2 PM",Single Family,30.2207088470459,-97.7902374267578,1,False,1960,2,7840.0,4.0,12,2.0,3,350000-450000
6358,austin,"Absolute bargain! Unbelievable Price! Priced low and firm for your pre-approved buyer who wants a great deal on a super home. It won't last long at this low, low, price so do you buyer a favor and hurry to write me a squeaky clean full price offer now -- and save yourself all the fun of a full price counter offer! Don't miss the golden opportunity for a fantastic deal at this desirable location in Austin. Backs up to very large and beautiful greenbelt that is accessible from the backyard.",Single Family,30.21244812011719,-97.82333374023438,2,False,1981,1,7710.0,4.666666666666667,14,3.0,3,250000-350000
1014,austin,"11424 Running Brush Ln, Austin, TX 78717 is a single family home that contains 2,342 sq ft and was built in 2011. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.493682861328125,-97.79757690429688,2,False,2011,1,7535.0,8.333333333333334,16,3.0,4,350000-450000
8913,austin,"Title address is 4329, postal address is 4331 as we have a double lot.",Single Family,30.424894332885746,-97.71990203857422,2,False,1983,1,21780.0,6.666666666666668,15,2.0,3,450000-650000
9349,austin,"1705 Haskell St, Austin, TX 78702 is a single family home that contains 1,532 sq ft and was built in 1928. It contains 2 bedrooms and 2 bathrooms. 
 
",Single Family,30.252872467041016,-97.72834777832031,2,False,1928,2,6969.0,4.0,11,2.0,2,450000-650000
